Date,Open,High,Low,Close,Adj Close,Volume,ID
2006-09-30,846.4799995422363,853.5999984741211,839.5300064086914,847.8600082397461,455.6477508544922,50350985,36687
2006-10-31,953.7899971008301,964.3499984741211,946.9799995422363,956.8899993896484,514.2414894104004,63601914,38907
2006-11-30,967.9699935913086,975.1900024414062,957.1200065612793,964.2100143432617,518.175313949585,62347262,39391
2006-12-31,810.2599868774414,817.4799995422363,804.4700012207031,811.1200065612793,435.90336418151855,44895936,34409
2007-01-31,983.4400024414062,992.5699920654297,976.9899978637695,985.8600006103516,529.8102149963379,66984404,40293
2007-02-28,912.9600067138672,921.1499938964844,904.4600028991699,911.6400032043457,489.92371559143066,74900047,37050
2007-03-31,936.8900032043457,945.4099922180176,926.1800003051758,934.3299942016602,502.1175365447998,99432787,41217
2007-04-30,848.2499961853027,854.2700004577637,840.6700019836426,848.1599998474121,455.8089599609375,67179810,35986
2007-05-31,1025.390007019043,1038.8400077819824,1014.9700012207031,1029.009994506836,557.1156158447266,92911092,40194
2007-06-30,1015.8200035095215,1025.9100074768066,1005.1699981689453,1015.2700004577637,553.2662982940674,73770780,40635
2007-07-31,1052.259994506836,1061.5599975585938,1038.009994506836,1048.7800064086914,571.5273876190186,75555935,43043
2007-08-31,1007.5400123596191,1017.879997253418,997.1299934387207,1008.9599990844727,549.8276691436768,88373388,45517
2007-09-30,883.3500061035156,893.3199996948242,869.2999954223633,880.7300071716309,479.9493751525879,98232483,40010
2007-10-31,1063.620002746582,1073.5900039672852,1055.680004119873,1065.2700004577637,580.5134868621826,69221266,46506
2007-11-30,922.4000015258789,932.0699996948242,906.1799964904785,917.330005645752,499.8943862915039,96824552,44979
2007-12-31,702.9900016784668,712.2200012207031,694.7399940490723,703.0200004577637,383.1072292327881,59559042,35088
2008-01-31,871.0499992370605,885.0399971008301,850.560001373291,863.0500030517578,470.3147449493408,128203710,45837
2008-02-29,759.7199974060059,769.9199981689453,745.2900009155273,756.8800086975098,412.45795249938965,97295387,44205
2008-03-31,651.0,662.6799964904785,639.7100086212158,650.0099983215332,354.2196674346924,96326162,40375
2008-04-30,769.879997253418,781.0200004577637,757.3699913024902,768.4900016784668,418.784761428833,80811786,47201
2008-05-31,764.819995880127,774.5599975585938,757.1499977111816,767.1100006103516,427.18943977355957,80567151,45507
2008-06-30,707.8200054168701,716.2300033569336,691.7499980926514,702.459997177124,393.8705062866211,88293980,45948
2008-07-31,685.560001373291,696.4300003051758,669.8199977874756,684.019998550415,383.53117275238037,103400019,50830
2008-08-31,595.4650020599365,607.6899967193604,585.9649982452393,598.7649974822998,335.7285680770874,106264223,46872
2008-09-30,626.8250007629395,639.7749977111816,615.3000011444092,627.3849983215332,351.77582359313965,116791805,49577
2008-10-31,492.64499855041504,508.63000106811523,469.4550018310547,486.3950004577637,272.7225103378296,162282146,52348
2008-11-30,415.52999687194824,430.72500228881836,398.7950038909912,414.14000129699707,232.20899963378906,102829181,45950
2008-12-31,401.76000022888184,413.21500396728516,392.0250015258789,404.7050018310547,226.9187831878662,63312746,44023
2009-01-31,423.85500144958496,433.64000129699707,411.71499824523926,420.0,235.49471950531006,69969980,49077
2009-02-28,416.8299980163574,430.02000427246094,405.44500160217285,420.2549991607666,235.63770008087158,82687096,47150
2009-03-31,474.3899974822998,490.95499992370605,460.38500213623047,476.7350025177002,267.3061227798462,91110358,52327
2009-04-30,514.4450035095215,530.2299995422363,501.2899990081787,518.5800037384033,290.7686891555786,78777113,47990
2009-05-31,518.9300003051758,530.2650012969971,506.67500495910645,515.8400001525879,291.1577196121216,55628830,48390
2009-06-30,601.2650012969971,612.6349983215332,591.9550018310547,602.8950004577637,342.19116497039795,54892903,53691
2009-07-31,652.2600002288818,665.7550010681152,643.4300003051758,656.4500026702881,372.5879201889038,49329263,56649
2009-08-31,668.2650012969971,679.7550010681152,658.1000022888184,669.524995803833,380.00902557373047,37676433,52185
2009-09-30,734.3899936676025,746.2850017547607,723.4249973297119,734.4850063323975,416.87903594970703,58179815,55143
2009-10-31,741.7050037384033,753.2800045013428,730.1499938964844,741.3199996948242,420.758451461792,58453684,55627
2009-11-30,688.3500061035156,699.9749965667725,679.7049922943115,689.6549949645996,391.4344367980957,55960696,53550
2009-12-31,642.0350017547607,648.1999969482422,634.5700035095215,640.0349979400635,363.2711124420166,36991229,51410
2010-01-31,631.8400001525879,639.2400016784668,622.3250026702881,629.9549922943115,357.5498962402344,53491398,51810
2010-02-28,599.7200031280518,606.1250038146973,588.584997177124,597.2250022888184,338.9729976654053,52999091,52210
2010-03-31,747.6399993896484,756.8750114440918,742.0149993896484,750.3500080108643,425.883695602417,58196067,60536
2010-04-30,719.4249992370605,726.6099967956543,712.4550018310547,719.4200019836426,408.3284339904785,53812591,53070
2010-05-31,780.4850006103516,794.9399948120117,767.2449989318848,781.7050018310547,445.10484504699707,78728659,56154
2010-06-30,875.8999977111816,889.1149940490723,863.2950019836426,876.1900024414062,501.09938621520996,59944234,59301
2010-07-31,892.3749885559082,906.0449981689453,878.5000076293945,891.6500015258789,509.941068649292,63321775,59785
2010-08-31,935.7900009155273,946.8249969482422,921.9900016784668,935.205005645752,534.8505020141602,52217541,60269
2010-09-30,1027.8500022888184,1046.205005645752,1019.0849952697754,1038.3800048828125,593.8570308685303,76279661,60753
2010-10-31,1046.3450088500977,1057.310001373291,1033.465000152588,1046.784999847412,598.6638927459717,57376076,58443
2010-11-30,1214.5500030517578,1236.7100105285645,1202.1000022888184,1222.9199981689453,699.3967685699463,59271952,61699
2010-12-31,1304.330005645752,1323.3800010681152,1284.4100036621094,1303.570011138916,745.5211296081543,52372698,59346
2011-01-31,1224.7199935913086,1240.6000061035156,1203.6600074768066,1220.6200065612793,698.0814247131348,63830877,59787
2011-02-28,1193.2900009155273,1211.159999847412,1176.0000038146973,1195.629997253418,683.7894096374512,55638113,57350
2011-03-31,1308.0200004577637,1327.5299911499023,1287.5500030517578,1305.8399963378906,746.8193302154541,72368496,66447
2011-04-30,1133.0000076293945,1147.3199996948242,1122.3399963378906,1136.5299949645996,649.9897003173828,47870001,55290
2011-05-31,1358.2599983215332,1372.2200050354004,1338.819995880127,1355.7199974060059,784.845817565918,77521533,64471
2011-06-30,1396.9100036621094,1416.7799911499023,1382.0800132751465,1405.28999710083,820.5716667175293,59969044,64955
2011-07-31,1469.9199981689453,1490.6999969482422,1448.889991760254,1473.139991760254,860.1903800964355,56223610,62454
2011-08-31,1335.1000022888184,1366.660011291504,1283.7350006103516,1318.6699981689453,769.9928588867188,112679156,68908
2011-09-30,1180.9500007629395,1204.1199989318848,1149.4150009155273,1178.7850036621094,688.3117332458496,93569892,66407
2011-10-31,1087.784999847412,1115.9250030517578,1064.3200035095215,1096.4500045776367,640.2349853515625,72034890,60790
2011-11-30,1216.764991760254,1243.620002746582,1188.4300003051758,1215.6199989318848,709.820276260376,69641049,67331
2011-12-31,1116.6800003051758,1132.9200019836426,1098.5300025939941,1109.7000007629395,647.971845626831,48918819,64722
2012-01-31,1319.7900085449219,1342.6800003051758,1304.4700050354004,1330.050006866455,776.6378021240234,55051313,68277
2012-02-29,1471.0499877929688,1490.2700271606445,1450.8200073242188,1473.3400039672852,860.3071670532227,53873894,65625
2012-03-31,1532.2999954223633,1551.3199768066406,1508.0799865722656,1531.7199783325195,894.3961753845215,69301344,69223
2012-04-30,1299.8800048828125,1318.9299926757812,1283.7000198364258,1304.2599868774414,761.5786170959473,51235333,60173
2012-05-31,1442.9799995422363,1461.2900085449219,1416.3500061035156,1434.139991760254,851.7263259887695,63597755,70125
2012-06-30,1206.8699989318848,1217.6199951171875,1183.759994506836,1198.5300064086914,724.9016342163086,60844723,67389
2012-07-31,1267.4599914550781,1287.3899955749512,1251.1999855041504,1272.229995727539,769.4772834777832,55794638,71071
2012-08-31,1373.6300010681152,1388.3299942016602,1355.8000106811523,1374.099998474121,831.0908584594727,53794428,74819
2012-09-30,1176.7400016784668,1188.200008392334,1161.6900024414062,1176.4699974060059,711.5591735839844,55997711,65490
2012-10-31,1326.9999961853027,1343.800006866455,1314.2499885559082,1330.659999847412,804.8172149658203,49635684,72501
2012-11-30,1423.5400161743164,1442.8099937438965,1411.7000007629395,1428.6200065612793,864.0659484863281,50767112,72985
2012-12-31,1197.9599914550781,1207.7999954223633,1190.7200012207031,1201.6000061035156,726.7584533691406,27669167,56729
2013-01-31,1632.3699951171875,1646.7000122070312,1616.1699905395508,1634.160011291504,988.3818206787109,33339043,73843
2013-02-28,1429.8100051879883,1443.8099975585938,1412.740005493164,1427.2799987792969,863.255485534668,34959363,67550
2013-03-31,1413.7100067138672,1424.629997253418,1392.8399963378906,1407.3799896240234,851.2194557189941,39505871,67950
2013-04-30,1410.5999755859375,1427.9100036621094,1391.4099884033203,1411.5499954223633,853.7415924072266,40685286,71778
2013-05-31,1580.410011291504,1597.5799865722656,1567.9000091552734,1586.7699966430664,979.840202331543,40701580,75669
2013-06-30,1393.0699844360352,1405.7100143432617,1374.8500061035156,1387.500015258789,868.8239669799805,43055778,69210
2013-07-31,1624.139991760254,1639.110008239746,1609.4999923706055,1626.4099884033203,1018.4244766235352,32954760,80086
2013-08-31,1614.9300079345703,1625.6100006103516,1595.990005493164,1612.3100204467773,1009.5954093933105,28280034,77099
2013-09-30,1651.7500076293945,1663.8199996948242,1636.3700103759766,1652.500015258789,1034.7615203857422,32344101,74046
2013-10-31,1788.2600021362305,1803.2600173950195,1772.6999969482422,1791.349998474121,1121.7065505981445,30601809,78045
2013-11-30,1738.3400192260742,1750.3399658203125,1725.8600158691406,1740.3499908447266,1089.771354675293,28568159,74949
2013-12-31,1488.3899993896484,1496.1599960327148,1475.8300018310547,1484.270004272461,929.4193572998047,24304185,64593
2014-01-31,1846.7399826049805,1859.7000045776367,1823.7799987792969,1839.3000106811523,1151.7318687438965,34944202,79387
2014-02-28,1671.910011291504,1681.9099960327148,1654.6999893188477,1671.229995727539,1046.4898681640625,33561010,72590
2014-03-31,1773.0499954223633,1797.0500030517578,1755.4700088500977,1778.9000091552734,1113.9105796813965,46536865,76650
2014-04-30,1828.9699783325195,1842.6599960327148,1809.0700149536133,1825.8299942016602,1143.2971878051758,27442490,73410
2014-05-31,1875.5199966430664,1887.5600051879883,1859.2999954223633,1875.4899826049805,1193.2261810302734,29760028,77511
2014-06-30,1936.9099884033203,1946.4299850463867,1919.259994506836,1933.3399963378906,1247.427577972412,25902296,77952
2014-07-31,2150.280014038086,2166.2999954223633,2127.340003967285,2143.880012512207,1383.2720031738281,29605167,85882
2014-08-31,1867.4400024414062,1880.4499969482422,1839.8400039672852,1858.47998046875,1199.12646484375,31202763,78876
2014-09-30,1954.6899948120117,1968.9700164794922,1931.9599914550781,1950.0199966430664,1258.1898307800293,32415517,83105
2014-10-31,1800.860008239746,1822.509994506836,1768.390007019043,1794.490005493164,1157.8389205932617,50282668,83589
2014-11-30,1709.8100204467773,1729.0900039672852,1694.9900131225586,1715.7999954223633,1107.0666465759277,31883418,76410
2014-12-31,1710.4899978637695,1727.5599975585938,1688.9499893188477,1708.5600051879883,1102.3952827453613,28979468,72960
2015-01-31,1962.6699981689453,1995.9000244140625,1941.6799926757812,1976.900001525879,1275.5333404541016,43368451,81060
2015-02-28,2147.3500061035156,2171.499984741211,2126.5499954223633,2156.449996948242,1391.382423400879,26613484,77610
2015-03-31,2557.3999938964844,2587.8999786376953,2515.89998626709,2556.749984741211,1649.6635360717773,42845360,85833
2015-04-30,2270.849998474121,2289.849998474121,2231.8499908447266,2251.9499893188477,1453.0008010864258,35496646,78450
2015-05-31,2001.8999862670898,2027.349998474121,1964.8000030517578,1997.9499969482422,1310.1369705200195,40275461,74898
2015-06-30,2198.459991455078,2229.4299926757812,2170.7799911499023,2203.6199951171875,1462.2415618896484,51299868,87175
2015-07-31,2179.9400177001953,2197.4200134277344,2145.9900131225586,2165.6600036621094,1437.0526657104492,57228092,91655
2015-08-31,1809.969985961914,1832.780029296875,1784.4199981689453,1808.1999969482422,1199.8553009033203,55919431,84147
2015-09-30,1821.1600189208984,1845.9100189208984,1780.9400024414062,1808.4600067138672,1200.0278358459473,65207412,88627
2015-10-31,1924.2800064086914,1950.9700012207031,1900.5900039672852,1929.0899963378906,1280.0734977722168,37270519,89111
2015-11-30,2022.510009765625,2051.0899963378906,2002.1499938964844,2032.9399948120117,1348.984519958496,32013321,85512
2015-12-31,2060.479995727539,2083.3899993896484,2030.760009765625,2048.169990539551,1359.0906448364258,28595589,85953
2016-01-31,1651.4099960327148,1671.509994506836,1611.249984741211,1635.4399948120117,1085.2180824279785,41690435,82270
2016-02-29,1525.9200134277344,1548.259994506836,1493.1500091552734,1519.1000061035156,1008.0191383361816,41656370,86814
2016-03-31,1686.6399993896484,1716.7799911499023,1662.1800003051758,1688.5899810791016,1120.4864654541016,43112303,87255
2016-04-30,1663.9800033569336,1684.7900009155273,1643.5300216674805,1665.8000030517578,1105.3638610839844,37428978,87696
2016-05-31,1578.109992980957,1591.8399963378906,1555.6200103759766,1571.729995727539,1068.6434860229492,42008465,88137
2016-06-30,1554.7000045776367,1573.6200103759766,1531.5400085449219,1548.0599899291992,1072.5634727478027,50548587,92807
2016-07-31,1517.8199844360352,1542.9200134277344,1502.190013885498,1524.3200149536133,1056.115364074707,40571034,89040
2016-08-31,1795.4900131225586,1812.0899963378906,1773.5700073242188,1793.6599960327148,1242.7258758544922,31282500,98026
2016-09-30,1668.9200057983398,1682.6999816894531,1647.2099914550781,1663.099998474121,1152.2682266235352,33538416,94259
2016-10-31,1560.5900192260742,1575.9200057983398,1547.3299865722656,1564.6299896240234,1084.0438766479492,29978428,86110
2016-11-30,1751.2399978637695,1770.0399932861328,1731.8199920654297,1754.0999908447266,1215.316967010498,39492423,95183
2016-12-31,1831.150001525879,1852.889991760254,1819.3900146484375,1842.4099884033203,1276.5019989013672,32245902,91308
2017-01-31,1942.2099914550781,1957.7699890136719,1922.9199981689453,1939.110008239746,1343.5000038146973,30879583,96129
2017-02-28,1702.0599822998047,1713.629981994629,1685.8400039672852,1698.879997253418,1177.0581512451172,26245610,87810
2017-03-31,1943.0000076293945,1957.6199951171875,1925.5400161743164,1943.9800109863281,1346.8741302490234,41949011,101476
2017-04-30,1525.150016784668,1534.8100128173828,1511.0799942016602,1524.0,1055.8936462402344,32944951,79785
2017-05-31,1912.7600021362305,1925.1899948120117,1893.8200073242188,1909.749984741211,1356.707160949707,41260108,97955
2017-06-30,1852.619987487793,1866.2399826049805,1836.8699951171875,1848.6499938964844,1332.566909790039,35052511,98439
2017-07-31,1714.260009765625,1726.589988708496,1698.3300018310547,1712.8500061035156,1234.677879333496,38985596,94416
2017-08-31,1831.510009765625,1843.8800048828125,1816.8899993896484,1830.4699935913086,1319.4621696472168,31968074,103914
2017-09-30,1746.2899932861328,1763.020004272461,1739.3100204467773,1754.1899948120117,1264.4770698547363,32221221,95340
2017-10-31,1922.1000061035156,1933.1599960327148,1909.4100036621094,1922.150016784668,1385.5480880737305,28382567,100353
2017-11-30,1907.4800109863281,1923.650001525879,1894.4500122070312,1905.8699951171875,1373.8129081726074,34046760,100837
2017-12-31,1633.8500061035156,1645.6400146484375,1623.9600067138672,1636.6599884033203,1179.7576065063477,26556616,87476
2018-01-31,2008.0100021362305,2027.0799865722656,1990.739990234375,2010.6600036621094,1449.348976135254,43754352,101739
2018-02-28,1761.0900039672852,1776.619972229004,1739.0999908447266,1757.389991760254,1266.783706665039,40367887,92910
2018-03-31,1785.2200012207031,1805.0099868774414,1767.5900039672852,1788.8699951171875,1289.4755249023438,47063503,97986
2018-04-30,1802.3600006103516,1813.6899871826172,1788.139991760254,1803.759994506836,1300.2087364196777,35305716,93730
2018-05-31,1984.619987487793,1994.9800109863281,1967.2499923706055,1983.0699996948242,1457.7714080810547,40254079,103565
2018-06-30,1755.6800079345703,1767.900001525879,1736.8300018310547,1750.4299697875977,1318.2848358154297,41652821,99309
2018-07-31,1769.0300064086914,1783.8500137329102,1749.1999893188477,1765.5500183105469,1329.672004699707,40077857,104511
2018-08-31,1907.0900115966797,1923.6700057983398,1887.2999877929688,1904.870018005371,1434.5967559814453,38656606,109779
2018-09-30,1638.0799865722656,1650.8500061035156,1619.0199966430664,1634.379997253418,1230.885166168213,42949402,95890
2018-10-31,1666.660011291504,1685.6299743652344,1648.2100143432617,1665.2699966430664,1254.1490364074707,46004866,105941
2018-11-30,1640.6899871826172,1655.400016784668,1621.4599990844727,1636.0300064086914,1232.127841949463,42682352,106425
2018-12-31,1238.249984741211,1253.6900024414062,1222.6800155639648,1235.9799880981445,930.8419380187988,40525556,82569
2019-01-31,1588.260009765625,1604.8199920654297,1574.0299987792969,1591.5600051879883,1198.6365585327148,33401132,107283
2019-02-28,1440.4599914550781,1453.9599990844727,1426.9699935913086,1441.859992980957,1085.8943977355957,33892957,97950
2019-03-31,1521.7399978637695,1533.5699996948242,1504.2200088500977,1516.359992980957,1142.001880645752,38722418,103278
2019-04-30,1485.4600067138672,1504.3099975585938,1479.7900009155273,1494.2099990844727,1125.3202667236328,34322068,98770
2019-05-31,1492.7300109863281,1503.1600151062012,1468.660011291504,1485.5500030517578,1146.7282638549805,50117453,109109
2019-06-30,1200.010009765625,1212.2300033569336,1191.1100044250488,1203.8199882507324,954.4824104309082,35117484,94620
2019-07-31,1538.7000045776367,1553.630012512207,1525.5300064086914,1539.6699981689453,1220.7705078125,37307096,115023
2019-08-31,1348.0300025939941,1360.8099975585938,1330.0799980163574,1343.020004272461,1064.85107421875,37815948,110517
2019-09-30,1330.4600143432617,1342.96000289917,1322.570011138916,1334.1099967956543,1057.786491394043,30501646,105945
2019-10-31,1456.1199951171875,1473.099998474121,1444.3900032043457,1459.9700012207031,1157.5781326293945,34337488,111463
2019-11-30,1542.979995727539,1556.0699920654297,1531.5700149536133,1545.7000122070312,1225.5515747070312,31682508,106848
2019-12-31,1329.8200073242188,1340.0199966430664,1319.6999969482422,1328.8300018310547,1053.6001014709473,25834917,91935
2020-01-31,1571.259994506836,1580.5,1552.4800033569336,1563.5700073242188,1239.720314025879,31174525,112805
2020-02-29,1285.8699913024902,1299.5700035095215,1269.1999969482422,1284.3099937438965,1018.301155090332,45872074,102970
2020-03-31,1055.0699920654297,1083.5750007629395,1018.0250015258789,1047.5,830.5397300720215,90429865,113729
2020-04-30,997.8349990844727,1018.5099983215332,975.1249923706055,994.8549995422363,788.7986679077148,48537831,103810
2020-05-31,1014.2050018310547,1033.564998626709,993.7999992370605,1015.6249961853027,830.2153816223145,50735860,104210
2020-06-30,1201.2799987792969,1226.28999710083,1181.6500053405762,1204.2999992370605,1008.4107437133789,51442707,109851
2020-07-31,1352.2699928283691,1369.1199989318848,1333.8699989318848,1346.439998626709,1127.4305152893066,34868942,120819
2020-08-31,1208.520004272461,1226.1000022888184,1196.3799896240234,1212.7400016784668,1015.4779281616211,34525699,110775
2020-09-30,1368.580005645752,1386.0999946594238,1353.340000152588,1369.390007019043,1146.6475105285645,33579010,116523
2020-10-31,1388.9500122070312,1402.6800079345703,1370.5200157165527,1387.9599952697754,1162.1969375610352,32090045,117007
2020-11-30,1459.9500045776367,1487.349998474121,1447.3499946594238,1475.489990234375,1235.489459991455,39964286,112140
